year,imdb,title,test,clean_test,binary,code,decade code,average_sentiment
2013,tt1854564,Percy Jackson: Sea of Monsters,ok,ok,PASS,2013PASS,1.0,0.5701320000000000
2013,tt1392214,Prisoners,ok,ok,PASS,2013PASS,1.0,0.134028
2013,tt0790736,R.I.P.D.,notalk,notalk,FAIL,2013FAIL,1.0,0.49778
2013,tt1821694,Red 2,ok,ok,PASS,2013PASS,1.0,0.7570240000000000
2013,tt1411250,Riddick,notalk-disagree,notalk,FAIL,2013FAIL,1.0,0.591416
2013,tt2364841,Runner Runner,nowomen,nowomen,FAIL,2013FAIL,1.0,0.6044600000000000
2013,tt1979320,Rush,notalk,notalk,FAIL,2013FAIL,1.0,0.9087360000000000
2013,tt1702439,Safe Haven,ok,ok,PASS,2013PASS,1.0,0.775828
2013,tt2140373,Saving Mr. Banks,ok,ok,PASS,2013PASS,1.0,0.7913520000000000
2013,tt2053463,Side Effects,ok,ok,PASS,2013PASS,1.0,0.48653600000000000
2013,tt1408101,Star Trek Into Darkness,notalk-disagree,notalk,FAIL,2013FAIL,1.0,0.7024400000000000
2013,tt1572315,Texas Chainsaw 3D,ok-disagree,ok,PASS,2013PASS,1.0,-0.05588800000000000
2013,tt1931435,The Big Wedding,ok,ok,PASS,2013PASS,1.0,0.6639640000000000
2013,tt0816442,The Book Thief,ok,ok,PASS,2013PASS,1.0,0.43868400000000000
2013,tt1911644,The Call,ok,ok,PASS,2013PASS,1.0,0.16674800000000000
2013,tt1457767,The Conjuring,ok,ok,PASS,2013PASS,1.0,-0.18236800000000000
2013,tt2193215,The Counselor,ok,ok,PASS,2013PASS,1.0,0.040740000000000000
2013,tt0481499,The Croods,men-disagree,men,FAIL,2013FAIL,1.0,0.8195200000000000
2013,tt2404311,The Family,men,men,FAIL,2013FAIL,1.0,0.7889480000000000
2013,tt1837703,The Fifth Estate,notalk,notalk,FAIL,2013FAIL,1.0,0.518412
2013,tt2005374,The Frozen Ground,nowomen-disagree,nowomen,FAIL,2013FAIL,1.0,0.2639360000000000
2013,tt1343092,The Great Gatsby,dubious,dubious,FAIL,2013FAIL,1.0,0.8228480000000000
2013,tt1951261,The Hangover part 3,men,men,FAIL,2013FAIL,1.0,0.5812520000000000
2013,tt2404463,The Heat,ok,ok,PASS,2013PASS,1.0,0.604844
2013,tt1170358,The Hobbit: The Desolation of Smaug,notalk-disagree,notalk,FAIL,2013FAIL,1.0,0.8363960000000000
2013,tt1517260,The Host,dubious-disagree,dubious,FAIL,2013FAIL,1.0,0.6972760000000000
2013,tt1951264,The Hunger Games: Catching Fire,ok,ok,PASS,2013PASS,1.0,0.869136
2013,tt0790628,The Incredible Burt Wonderstone,notalk,notalk,FAIL,2013FAIL,1.0,0.6174280000000000
2013,tt2234155,The Internship,notalk,notalk,FAIL,2013FAIL,1.0,0.6896080000000000
2013,tt2034139,The Last Exorcism Part II,ok,ok,PASS,2013PASS,1.0,-0.16229200000000000
2013,tt1210819,The Lone Ranger,notalk,notalk,FAIL,2013FAIL,1.0,0.6355040000000000
2013,tt1538403,The Mortal Instruments: City of Bones,ok-disagree,ok,PASS,2013PASS,1.0,0.413292
2013,tt2184339,The Purge,dubious,dubious,FAIL,2013FAIL,1.0,-0.310112
2013,tt2017020,The Smurfs 2,ok,ok,PASS,2013PASS,1.0,0.6991360000000000
2013,tt1758795,The To Do List,ok,ok,PASS,2013PASS,1.0,0.7221320000000000
2013,tt1727388,The Way Way Back,ok-disagree,ok,PASS,2013PASS,1.0,0.836696
2013,tt0993846,The Wolf of Wall Street,notalk-disagree,notalk,FAIL,2013FAIL,1.0,0.8824080000000000
2013,tt1430132,The Wolverine,ok,ok,PASS,2013PASS,1.0,0.6543400000000000
2013,tt1213663,The World&#39;s End,men-disagree,men,FAIL,2013FAIL,1.0,0.7058240000000000
2013,tt1245492,This Is the End,notalk,notalk,FAIL,2013FAIL,1.0,0.6698200000000000
2013,tt1981115,Thor: The Dark World,dubious-disagree,dubious,FAIL,2013FAIL,1.0,0.4692920000000000
2013,tt1924429,Trance,nowomen,nowomen,FAIL,2013FAIL,1.0,0.8106560000000000
2013,tt1860353,Turbo,dubious-disagree,dubious,FAIL,2013FAIL,1.0,0.8264
2013,tt1588173,Warm Bodies,men-disagree,men,FAIL,2013FAIL,1.0,0.9648760000000000
2013,tt1723121,We&#39;re the Millers,ok,ok,PASS,2013PASS,1.0,0.8502360000000000
2013,tt2334879,White House Down,men,men,FAIL,2013FAIL,1.0,-0.13939200000000000
2013,tt0816711,World War Z,dubious-disagree,dubious,FAIL,2013FAIL,1.0,0.30696800000000000
2012,tt1611224,Abraham Lincoln: Vampire Hunter,dubious-disagree,dubious,FAIL,2012FAIL,1.0,0.28772
2012,tt1591479,Act of Valor,nowomen,nowomen,FAIL,2012FAIL,1.0,0.23391600000000000
2012,tt1602620,Amour,dubious-disagree,dubious,FAIL,2012FAIL,1.0,0.49589200000000000
2012,tt1781769,Anna Karenina,men-disagree,men,FAIL,2012FAIL,1.0,0.861708
2012,tt1024648,Argo,ok-disagree,ok,PASS,2012PASS,1.0,0.8632680000000000
2012,tt1440129,Battleship,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.41403600000000000
2012,tt2125435,Beasts of the Southern Wild,dubious-disagree,dubious,FAIL,2012FAIL,1.0,0.4813960000000000
2012,tt1758575,Blue Like Jazz,ok,ok,PASS,2012PASS,1.0,0.748388
2012,tt1217209,Brave,ok,ok,PASS,2012PASS,1.0,0.826832
2012,tt1308729,Bullet to the Head,nowomen,nowomen,FAIL,2012FAIL,1.0,0.18742
2012,tt1991245,Chernobyl Diaries,notalk,notalk,FAIL,2012FAIL,1.0,-0.34487600000000000
2012,tt1706593,Chronicle,notalk,notalk,FAIL,2012FAIL,1.0,0.394548
2012,tt1371111,Cloud Atlas,ok,ok,PASS,2012PASS,1.0,0.5905840000000000
2012,tt1524137,Contraband,ok,ok,PASS,2012PASS,1.0,0.6159880000000000
2012,tt1853728,Django Unchained,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.7088920000000000
2012,tt1907668,Flight,dubious-disagree,dubious,FAIL,2012FAIL,1.0,0.661588
2012,tt1142977,Frankenweenie,nowomen-disagree,nowomen,FAIL,2012FAIL,1.0,0.7073280000000000
2012,tt2243973,Hannibal,ok,ok,PASS,2012PASS,1.0,0.3518320000000000
2012,tt0837562,Hotel Transylvania,ok,ok,PASS,2012PASS,1.0,0.7859160000000000
2012,tt0790724,Jack Reacher,notalk,notalk,FAIL,2012FAIL,1.0,0.6022840000000000
2012,tt2106476,Jagten,men,men,FAIL,2012FAIL,1.0,-0.11498400000000000
2012,tt0401729,John Carter,ok-disagree,ok,PASS,2012PASS,1.0,0.7868240000000000
2012,tt1764234,Killing Them Softly,nowomen,nowomen,FAIL,2012FAIL,1.0,0.133524
2012,tt1707386,Les Miserables,ok-disagree,ok,PASS,2012PASS,1.0,0.6384720000000000
2012,tt0454876,Life of Pi,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.8820160000000000
2012,tt0443272,Lincoln,ok-disagree,ok,PASS,2012PASS,1.0,0.7398040000000000
2012,tt1277953,Madagascar 3: Europe&#39;s Most Wanted,men-disagree,men,FAIL,2012FAIL,1.0,0.820928
2012,tt1409024,Men in Black III,notalk,notalk,FAIL,2012FAIL,1.0,0.8046200000000000
2012,tt1667353,Mirror Mirror,dubious,dubious,FAIL,2012FAIL,1.0,0.671704
2012,tt1748122,Moonrise Kingdom,ok,ok,PASS,2012PASS,1.0,0.859244
2012,tt2094064,Much Ado About Nothing,dubious-disagree,dubious,FAIL,2012FAIL,1.0,0.9027520000000000
2012,tt1598828,One for the Money,ok,ok,PASS,2012PASS,1.0,0.7929360000000000
2012,tt2109184,Paranormal Activity 4,ok,ok,PASS,2012PASS,1.0,0.03397200000000000
2012,tt1623288,ParaNorman,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.6524160000000000
2012,tt1047540,Parental Guidance,ok,ok,PASS,2012PASS,1.0,0.682816
2012,tt1716777,People Like Us,ok,ok,PASS,2012PASS,1.0,0.883232
2012,tt1981677,Pitch Perfect,ok,ok,PASS,2012PASS,1.0,0.8336840000000000
2012,tt1547234,Premium Rush,ok,ok,PASS,2012PASS,1.0,0.6164760000000000
2012,tt1234719,Red Dawn,notalk-disagree,notalk,FAIL,2012FAIL,1.0,-0.08140000000000000
2012,tt0485985,Red Tails,men,men,FAIL,2012FAIL,1.0,0.16440400000000000
2012,tt1446192,Rise of the Guardians,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.9091560000000000
2012,tt1336608,Rock of Ages,ok,ok,PASS,2012PASS,1.0,0.6770960000000000
2012,tt1656190,Safe,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.472868
2012,tt1862079,Safety Not Guaranteed,ok-disagree,ok,PASS,2012PASS,1.0,0.718916
2012,tt1931533,Seven Psychopaths,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.7697360000000000
2012,tt0938330,Silent Hill: Revelation 3D,ok,ok,PASS,2012PASS,1.0,0.30318
2012,tt1045658,Silver Linings Playbook,ok,ok,PASS,2012PASS,1.0,0.511824
2012,tt1922777,Sinister,men,men,FAIL,2012FAIL,1.0,-0.143252
2012,tt1074638,Skyfall,dubious-disagree,dubious,FAIL,2012FAIL,1.0,0.5943080000000000
2012,tt1735898,Snow White and the Huntsman,ok,ok,PASS,2012PASS,1.0,0.51682
2012,tt1876451,Sparkle,ok,ok,PASS,2012PASS,1.0,0.7204920000000000
2012,tt2101441,Spring Breakers,ok,ok,PASS,2012PASS,1.0,0.12065200000000000
2012,tt1800741,Step Up Revolution,ok,ok,PASS,2012PASS,1.0,0.7539880000000000
2012,tt1874789,Supporting Characters,men,men,FAIL,2012FAIL,1.0,0.4468
2012,tt1637725,Ted,men-disagree,men,FAIL,2012FAIL,1.0,0.960764
2012,tt1232200,That&#39;s My Boy,notalk,notalk,FAIL,2012FAIL,1.0,0.486204
2012,tt0948470,The Amazing Spider-Man,men-disagree,men,FAIL,2012FAIL,1.0,0.9749400000000000
2012,tt0848228,The Avengers,notalk,notalk,FAIL,2012FAIL,1.0,0.7716240000000000
2012,tt1345836,The Dark Knight Rises,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.7644480000000000
2012,tt1560985,The Devil Inside,ok-disagree,ok,PASS,2012PASS,1.0,-0.19712800000000000
2012,tt1645170,The Dictator,notalk,notalk,FAIL,2012FAIL,1.0,0.774904
2012,tt1764651,The Expendables 2,ok-disagree,ok,PASS,2012PASS,1.0,0.574956
2012,tt1601913,The Grey,nowomen-disagree,nowomen,FAIL,2012FAIL,1.0,-0.07624000000000000
2012,tt0903624,The Hobbit: An Unexpected Journey,nowomen-disagree,nowomen,FAIL,2012FAIL,1.0,0.8415720000000000
2012,tt1392170,The Hunger Games,ok-disagree,ok,PASS,2012PASS,1.0,0.4643480000000000
2012,tt1649419,The Impossible,men,men,FAIL,2012FAIL,1.0,0.30588000000000000
2012,tt1258972,The Man with the Iron Fists,notalk,notalk,FAIL,2012FAIL,1.0,0.142316
2012,tt1560747,The Master,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.656164
2012,tt1430626,The Pirates! Band of Misfits,notalk,notalk,FAIL,2012FAIL,1.0,0.8485720000000000
2012,tt1817273,The Place Beyond the Pines,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.7381400000000000
2012,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,dubious-disagree,dubious,FAIL,2012FAIL,1.0,0.5874480000000000
2012,tt1606389,The Vow,ok,ok,PASS,2012PASS,1.0,0.74424
2012,tt1298649,The Watch,men,men,FAIL,2012FAIL,1.0,0.583484
2012,tt1596365,The Woman in Black,notalk,notalk,FAIL,2012FAIL,1.0,-0.13895200000000000
2012,tt1840417,The Words,notalk,notalk,FAIL,2012FAIL,1.0,0.69356
2012,tt1621045,Think Like a Man,ok,ok,PASS,2012PASS,1.0,0.943656
2012,tt1859650,To Rome With Love,men-disagree,men,FAIL,2012FAIL,1.0,0.8414960000000000
2012,tt1386703,Total Recall,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.845472
2012,tt1496025,Underworld: Awakening,ok,ok,PASS,2012PASS,1.0,0.6248280000000000
2012,tt1655460,Wanderlust,ok,ok,PASS,2012PASS,1.0,0.5525240000000000
2012,tt1586265,What to Expect When You&#39;re Expecting,ok,ok,PASS,2012PASS,1.0,0.724324
2012,tt1870529,Won&#39;t Back Down,ok,ok,PASS,2012PASS,1.0,0.5627760000000000
2012,tt1646987,Wrath of the Titans,notalk-disagree,notalk,FAIL,2012FAIL,1.0,0.25072400000000000
2012,tt1772341,Wreck-It Ralph,ok-disagree,ok,PASS,2012PASS,1.0,0.9860600000000000
2012,tt1790885,Zero Dark Thirty,ok-disagree,ok,PASS,2012PASS,1.0,-0.030648000000000000
2011,tt1622547,30 Minutes or Less,notalk,notalk,FAIL,2011FAIL,1.0,0.428068
2011,tt1306980,50/50,men-disagree,men,FAIL,2011FAIL,1.0,0.6758320000000000
2011,tt1571222,A Dangerous Method,dubious,dubious,FAIL,2011FAIL,1.0,0.5895040000000000
2011,tt1422136,A Lonely Place to Die,ok,ok,PASS,2011PASS,1.0,0.41194800000000000
2011,tt1268799,A Very Harold &amp; Kumar 3D Christmas,notalk,notalk,FAIL,2011FAIL,1.0,0.935476
2011,tt1549572,Another Earth,ok,ok,PASS,2011PASS,1.0,0.6929920000000000
2011,tt1772240,Apollo 18,nowomen,nowomen,FAIL,2011FAIL,1.0,-0.07926400000000000
2011,tt1430607,Arthur Christmas,notalk,notalk,FAIL,2011FAIL,1.0,0.903268
2011,tt1478964,Attack the Block,ok-disagree,ok,PASS,2011PASS,1.0,0.390864
2011,tt1284575,Bad Teacher,ok-disagree,ok,PASS,2011PASS,1.0,0.17980000000000000
2011,tt1217613,Battle: Los Angeles,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.08474400000000000
2011,tt1152398,Beastly,notalk,notalk,FAIL,2011FAIL,1.0,0.6108360000000000
2011,tt1629705,Blackthorn,notalk,notalk,FAIL,2011FAIL,1.0,0.8357960000000000
2011,tt1478338,Bridesmaids,ok-disagree,ok,PASS,2011PASS,1.0,0.78776
2011,tt0458339,Captain America: The First Avenger,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.86066
2011,tt1216475,Cars 2,men,men,FAIL,2011FAIL,1.0,0.49577200000000000
2011,tt1684628,Circumstance,ok,ok,PASS,2011PASS,1.0,0.317052
2011,tt1657507,Colombiana,notalk,notalk,FAIL,2011FAIL,1.0,0.45740000000000000
2011,tt0816462,Conan the Barbarian,dubious-disagree,dubious,FAIL,2011FAIL,1.0,0.193016
2011,tt1598778,Contagion,ok-disagree,ok,PASS,2011PASS,1.0,0.31132800000000000
2011,tt1372686,Coriolanus,men,men,FAIL,2011FAIL,1.0,0.24866666666666700
2011,tt0409847,Cowboys &amp; Aliens,notalk,notalk,FAIL,2011FAIL,1.0,0.7125320000000000
2011,tt1701990,Detention,ok,ok,PASS,2011PASS,1.0,0.11678000000000000
2011,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,notalk,notalk,FAIL,2011FAIL,1.0,0.6357600000000000
2011,tt1564349,Dolphin Tale,men,men,FAIL,2011FAIL,1.0,0.896732
2011,tt1462041,Dream House,ok,ok,PASS,2011PASS,1.0,0.45504800000000000
2011,tt0780504,Drive,dubious-disagree,dubious,FAIL,2011FAIL,1.0,0.6185120000000000
2011,tt1596343,Fast Five,ok-disagree,ok,PASS,2011PASS,1.0,0.7484720000000000
2011,tt1622979,Final Destination 5,men,men,FAIL,2011FAIL,1.0,0.042856000000000000
2011,tt1068242,Footloose,ok,ok,PASS,2011PASS,1.0,0.563552
2011,tt1438176,Fright Night,dubious,dubious,FAIL,2011FAIL,1.0,0.45991600000000000
2011,tt1133985,Green Lantern,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.607172
2011,tt0480687,Hall Pass,men,men,FAIL,2011FAIL,1.0,0.501152
2011,tt0993842,Hanna,ok,ok,PASS,2011PASS,1.0,0.17245600000000000
2011,tt1201607,Harry Potter and the Deathly Hallows: Part 2,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.55822
2011,tt1506999,Haywire,nowomen-disagree,nowomen,FAIL,2011FAIL,1.0,0.18858400000000000
2011,tt1403177,Hesher,notalk,notalk,FAIL,2011FAIL,1.0,0.38848
2011,tt1562568,Higher Ground,ok,ok,PASS,2011PASS,1.0,0.730748
2011,tt1640459,Hobo with a Shotgun,nowomen,nowomen,FAIL,2011FAIL,1.0,0.42404400000000000
2011,tt1411704,Hop,men,men,FAIL,2011FAIL,1.0,0.6758240000000000
2011,tt1499658,Horrible Bosses,ok,ok,PASS,2011PASS,1.0,0.7089960000000000
2011,tt0970179,Hugo,dubious,dubious,FAIL,2011FAIL,1.0,0.949928
2011,tt1464540,I Am Number Four,notalk,notalk,FAIL,2011FAIL,1.0,0.5620280000000000
2011,tt1253864,Immortals,men,men,FAIL,2011FAIL,1.0,0.632836
2011,tt1637688,In Time,notalk,notalk,FAIL,2011FAIL,1.0,0.43448800000000000
2011,tt1606618,Iris,ok,ok,PASS,2011PASS,1.0,0.9434
2011,tt1410063,Jin ling shi san chai,ok,ok,PASS,2011PASS,1.0,0.05032800000000000
2011,tt1634122,Johnny English Reborn,dubious,dubious,FAIL,2011FAIL,1.0,0.7553240000000000
2011,tt1640484,Jumping the Broom,ok,ok,PASS,2011PASS,1.0,0.594352
2011,tt1564367,Just Go with It,dubious,dubious,FAIL,2011FAIL,1.0,0.7227040000000000
2011,tt1788391,Kill List,dubious,dubious,FAIL,2011FAIL,1.0,-0.42256400000000000
2011,tt1448755,Killer Elite,nowomen,nowomen,FAIL,2011FAIL,1.0,0.35212
2011,tt1302011,Kung Fu Panda 2,ok,ok,PASS,2011PASS,1.0,0.32648000000000000
2011,tt1508675,Le Havre,dubious,dubious,FAIL,2011FAIL,1.0,0.8392640000000000
2011,tt1758692,Like Crazy,ok-disagree,ok,PASS,2011PASS,1.0,0.68372
2011,tt1219289,Limitless,notalk,notalk,FAIL,2011FAIL,1.0,0.6778400000000000
2011,tt0466893,Margaret,ok,ok,PASS,2011PASS,1.0,0.150356
2011,tt1615147,Margin Call,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.6287600000000000
2011,tt1305591,Mars Needs Moms,dubious,dubious,FAIL,2011FAIL,1.0,0.451368
2011,tt1441326,Martha Marcy May Marlene,ok,ok,PASS,2011PASS,1.0,0.19122000000000000
2011,tt1527186,Melancholia,ok,ok,PASS,2011PASS,1.0,0.280072
2011,tt1605783,Midnight in Paris,ok,ok,PASS,2011PASS,1.0,0.94636
2011,tt1229238,Mission: Impossible - Ghost Protocol,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.7357720000000000
2011,tt1210166,Moneyball,notalk,notalk,FAIL,2011FAIL,1.0,0.9395520000000000
2011,tt1396218,Mr. Popper&#39;s Penguins,notalk,notalk,FAIL,2011FAIL,1.0,0.8038360000000000
2011,tt1598822,New Year&#39;s Eve,ok,ok,PASS,2011PASS,1.0,0.6617720000000000
2011,tt1411238,No Strings Attached,ok,ok,PASS,2011PASS,1.0,0.6933520000000000
2011,tt1720182,October Baby,ok,ok,PASS,2011PASS,1.0,0.7369720000000000
2011,tt1637706,Our Idiot Brother,ok,ok,PASS,2011PASS,1.0,0.5142120000000000
2011,tt1778304,Paranormal Activity 3,ok,ok,PASS,2011PASS,1.0,0.130056
2011,tt1092026,Paul,ok,ok,PASS,2011PASS,1.0,0.8824000000000000
2011,tt1298650,Pirates of the Caribbean: On Stranger Tides,notalk,notalk,FAIL,2011FAIL,1.0,0.709092
2011,tt0822847,Priest,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.357704
2011,tt0448694,Puss in Boots,notalk,notalk,FAIL,2011FAIL,1.0,0.9449400000000000
2011,tt1192628,Rango,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.7662680000000000
2011,tt0433035,Real Steel,notalk,notalk,FAIL,2011FAIL,1.0,0.9133000000000000
2011,tt1486185,Red Riding Hood,ok,ok,PASS,2011PASS,1.0,0.315044
2011,tt0873886,Red State,ok,ok,PASS,2011PASS,1.0,0.11040400000000000
2011,tt1498569,Restless,ok,ok,PASS,2011PASS,1.0,0.542264
2011,tt1436562,Rio,notalk,notalk,FAIL,2011FAIL,1.0,0.8794160000000000
2011,tt1318514,Rise of the Planet of the Apes,notalk,notalk,FAIL,2011FAIL,1.0,0.9192040000000000
2011,tt1723811,Shame,notalk,notalk,FAIL,2011FAIL,1.0,-0.020140000000000000
2011,tt1541995,Snow Flower and the Secret Fan,ok,ok,PASS,2011PASS,1.0,0.5905480000000000
2011,tt1596346,Soul Surfer,ok,ok,PASS,2011PASS,1.0,0.7945360000000000
2011,tt0945513,Source Code,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.7783480000000000
2011,tt0999913,Straw Dogs,ok,ok,PASS,2011PASS,1.0,0.027776000000000000
2011,tt0978764,Sucker Punch,ok-disagree,ok,PASS,2011PASS,1.0,0.192608
2011,tt1650062,Super 8,ok-disagree,ok,PASS,2011PASS,1.0,0.7358480000000000
2011,tt1675192,Take Shelter,ok,ok,PASS,2011PASS,1.0,0.40366400000000000
2011,tt1385826,The Adjustment Bureau,dubious-disagree,dubious,FAIL,2011FAIL,1.0,0.8985960000000000
2011,tt0983193,The Adventures of Tintin,notalk,notalk,FAIL,2011FAIL,1.0,0.894952
2011,tt1655442,The Artist,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.912236
2011,tt1412386,The Best Exotic Marigold Hotel,ok,ok,PASS,2011PASS,1.0,0.898052
2011,tt1259521,The Cabin in the Woods,dubious-disagree,dubious,FAIL,2011FAIL,1.0,0.45119600000000000
2011,tt1093357,The Darkest Hour,ok,ok,PASS,2011PASS,1.0,0.283664
2011,tt1535616,The Divide,ok,ok,PASS,2011PASS,1.0,-0.41876250000000000
2011,tt1235170,The Future,ok,ok,PASS,2011PASS,1.0,0.42892500000000000
2011,tt1568346,The Girl with the Dragon Tattoo,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.695692
2011,tt0990407,The Green Hornet,notalk,notalk,FAIL,2011FAIL,1.0,0.4605360000000000
2011,tt1540133,The Guard,notalk,notalk,FAIL,2011FAIL,1.0,0.8235800000000000
2011,tt1454029,The Help,ok,ok,PASS,2011PASS,1.0,0.7124560000000000
2011,tt1007029,The Iron Lady,ok,ok,PASS,2011PASS,1.0,0.53106
2011,tt1189340,The Lincoln Lawyer,notalk,notalk,FAIL,2011FAIL,1.0,0.6569320000000000
